Sample,Trigger,post_img_blue,post_img_green,post_img_red,w_rgb_href,vtc_de_valid,vtc_hs,vtc_vs,per_frame_clken,per_frame_href,per_frame_vsync,per_img_blue,per_img_green,per_img_red,post_frame_clken,post_frame_href,post_frame_vsync,post_img_Bit,post_img_Y,post_img_pixel,u_bound_cut/I_awb_de,state
3044,0,00000000,00000000,00000000,1,1,0,0,1,1,1,93,A7,94,1,1,1,0,00000000,000000000000000000000000,1,00001
3045,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,9D,97,1,1,1,0,00000000,000000000000000000000000,1,00001
3046,0,00000000,00000000,00000000,1,1,0,0,1,1,1,90,9C,92,1,1,1,0,00000000,000000000000000000000000,1,00001
3047,0,00000000,00000000,00000000,1,1,0,0,1,1,1,90,97,90,1,1,1,0,00000000,000000000000000000000000,1,00001
3048,0,00000000,00000000,00000000,1,1,0,0,1,1,1,8E,8B,86,1,1,1,0,00000000,000000000000000000000000,1,00001
3049,0,00000000,00000000,00000000,1,1,0,0,1,1,1,87,8C,86,1,1,1,0,00000000,000000000000000000000000,1,00001
3050,0,00000000,00000000,00000000,1,1,0,0,1,1,1,7E,87,7B,1,1,1,0,00000000,000000000000000000000000,1,00001
3051,0,00000000,00000000,00000000,0,0,0,0,1,1,1,80,82,7A,1,1,1,0,00000000,000000000000000000000000,1,00001
3052,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,1,1,1,0,00000000,000000000000001111100000,0,00001
3053,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,1,1,1,1,11111111,111111111111111111111111,0,00001
3054,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,1,1,1,1,11111111,111111111111111111111111,0,00001
3055,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,1,1,1,1,11111111,111111111111111111111111,0,00001
3056,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3057,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3058,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3059,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3060,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3061,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3062,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3063,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3064,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3065,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3066,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3067,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3068,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3069,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3070,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3071,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3072,0,00000000,00000000,00000000,0,0,1,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3073,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3074,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3075,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3076,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3077,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3078,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3079,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3080,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3081,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3082,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3083,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3084,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3085,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3086,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3087,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3088,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3089,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3090,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3091,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3092,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3093,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3094,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3095,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3096,0,00000000,00000000,00000000,0,0,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3097,0,00000000,00000000,00000000,0,1,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3098,0,00000000,00000000,00000000,1,1,0,0,0,0,1,00,00,00,0,0,1,1,11111111,111111111111111111111111,0,00001
3099,0,00000000,00000000,00000000,1,1,0,0,1,1,1,8C,95,9F,0,0,1,1,11111111,111111111111111111111111,1,00001
3100,0,00000000,00000000,00000000,1,1,0,0,1,1,1,8D,9E,8F,0,0,1,1,11111111,111111111111111111111111,1,00001
3101,0,00000000,00000000,00000000,1,1,0,0,1,1,1,90,9A,9F,0,0,1,1,11111111,111111111111111111111111,1,00001
3102,0,00000000,00000000,00000000,1,1,0,0,1,1,1,8D,9E,94,1,1,1,1,11111111,111111111111111111111111,1,00001
3103,0,00000000,00000000,00000000,1,1,0,0,1,1,1,8F,99,92,1,1,1,0,00000000,000000000000000000000000,1,00001
3104,0,00000000,00000000,00000000,1,1,0,0,1,1,1,8D,99,92,1,1,1,0,00000000,000000000000000000000000,1,00001
3105,0,00000000,00000000,00000000,1,1,0,0,1,1,1,8F,9E,95,1,1,1,0,00000000,000000000000000000000000,1,00001
3106,0,00000000,00000000,00000000,1,1,0,0,1,1,1,94,9B,98,1,1,1,0,00000000,000000000000000000000000,1,00001
3107,0,00000000,00000000,00000000,1,1,0,0,1,1,1,90,9E,98,1,1,1,0,00000000,000000000000000000000000,1,00001
3108,0,00000000,00000000,00000000,1,1,0,0,1,1,1,90,9F,94,1,1,1,0,00000000,000000000000000000000000,1,00001
3109,0,00000000,00000000,00000000,1,1,0,0,1,1,1,92,9B,94,1,1,1,0,00000000,000000000000000000000000,1,00001
3110,0,00000000,00000000,00000000,1,1,0,0,1,1,1,93,9D,94,1,1,1,0,00000000,000000000000000000000000,1,00001
3111,0,00000000,00000000,00000000,1,1,0,0,1,1,1,93,9D,95,1,1,1,0,00000000,000000000000000000000000,1,00001
3112,0,00000000,00000000,00000000,1,1,0,0,1,1,1,92,9B,99,1,1,1,0,00000000,000000000000000000000000,1,00001
3113,0,00000000,00000000,00000000,1,1,0,0,1,1,1,92,A0,9C,1,1,1,0,00000000,000000000000000000000000,1,00001
3114,0,00000000,00000000,00000000,1,1,0,0,1,1,1,93,9E,99,1,1,1,0,00000000,000000000000000000000000,1,00001
3115,0,00000000,00000000,00000000,1,1,0,0,1,1,1,95,9D,9A,1,1,1,0,00000000,000000000000000000000000,1,00001
3116,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,9A,92,1,1,1,0,00000000,000000000000000000000000,1,00001
3117,0,00000000,00000000,00000000,1,1,0,0,1,1,1,95,A6,9A,1,1,1,0,00000000,000000000000000000000000,1,00001
3118,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,A7,99,1,1,1,0,00000000,000000000000000000000000,1,00001
3119,0,00000000,00000000,00000000,1,1,0,0,1,1,1,95,A5,92,1,1,1,0,00000000,000000000000000000000000,1,00001
3120,0,00000000,00000000,00000000,1,1,0,0,1,1,1,93,A3,9A,1,1,1,1,11111111,111111111111111111111111,1,00001
3121,0,00000000,00000000,00000000,1,1,0,0,1,1,1,95,A3,95,1,1,1,1,11111111,111111111111111111111111,1,00001
3122,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,99,95,1,1,1,1,11111111,111111111111111111111111,1,00001
3123,0,00000000,00000000,00000000,1,1,0,0,1,1,1,93,A2,9E,1,1,1,1,11111111,111111111111111111111111,1,00001
3124,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,A1,98,1,1,1,0,00000000,000000000000000000000000,1,00001
3125,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,A3,9C,1,1,1,0,00000000,000000000000000000000000,1,00001
3126,0,00000000,00000000,00000000,1,1,0,0,1,1,1,98,A4,9B,1,1,1,0,00000000,000000000000000000000000,1,00001
3127,0,00000000,00000000,00000000,1,1,0,0,1,1,1,98,A4,9F,1,1,1,0,00000000,000000000000000000000000,1,00001
3128,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,A0,99,1,1,1,0,00000000,000000000000000000000000,1,00001
3129,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,A7,9D,1,1,1,0,00000000,000000000000000000000000,1,00001
3130,0,00000000,00000000,00000000,1,1,0,0,1,1,1,98,A5,B1,1,1,1,0,00000000,000000000000000000000000,1,00001
3131,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9B,A3,9E,1,1,1,0,00000000,000000000000000000000000,1,00001
3132,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9B,A2,A0,1,1,1,0,00000000,000000000000000000000000,1,00001
3133,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9B,A2,9B,1,1,1,0,00000000,000000000000000000000000,1,00001
3134,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,A5,9B,1,1,1,0,00000000,000000000000000000000000,1,00001
3135,0,00000000,00000000,00000000,1,1,0,0,1,1,1,98,A3,A3,1,1,1,0,00000000,000000000000000000000000,1,00001
3136,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,A3,9B,1,1,1,0,00000000,000000000000000000000000,1,00001
3137,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,A0,9A,1,1,1,0,00000000,000000000000000000000000,1,00001
3138,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,A3,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
3139,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,A8,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
3140,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,AD,A0,1,1,1,0,00000000,000000000000000000000000,1,00001
3141,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,A9,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
3142,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,AA,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
3143,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,AA,A3,1,1,1,0,00000000,000000000000000000000000,1,00001
3144,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,AD,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
3145,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,A9,A5,1,1,1,0,00000000,000000000000000000000000,1,00001
3146,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A4,A8,8A,1,1,1,0,00000000,000000000000000000000000,1,00001
3147,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A2,A8,A3,1,1,1,0,00000000,000000000000000000000000,1,00001
3148,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,AB,A0,1,1,1,0,00000000,000000000000000000000000,1,00001
3149,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,AD,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
3150,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A0,AE,A4,1,1,1,0,00000000,000000000000000000000000,1,00001
3151,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,A8,A3,1,1,1,0,00000000,000000000000000000000000,1,00001
3152,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A2,AA,A5,1,1,1,0,00000000,000000000000000000000000,1,00001
3153,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B1,A4,1,1,1,0,00000000,000000000000000000000000,1,00001
3154,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B1,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
3155,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B7,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
3156,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B0,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
3157,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B7,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
3158,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B0,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
3159,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B5,A9,1,1,1,0,00000000,000000000000000000000000,1,00001
3160,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B3,AB,1,1,1,0,00000000,000000000000000000000000,1,00001
3161,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B7,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
3162,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,B2,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
3163,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,B3,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
3164,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,B8,A2,1,1,1,0,00000000,000000000000000000000000,1,00001
3165,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,B9,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
3166,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B8,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
3167,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,B7,BE,1,1,1,0,00000000,000000000000000000000000,1,00001
3168,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,BE,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
3169,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,B3,A4,1,1,1,0,00000000,000000000000000000000000,1,00001
3170,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,A2,92,1,1,1,0,00000000,000000000000000000000000,1,00001
3171,0,00000000,00000000,00000000,1,1,0,0,1,1,1,96,9B,8F,1,1,1,0,00000000,000000000000000000000000,1,00001
3172,0,00000000,00000000,00000000,1,1,0,0,1,1,1,95,98,9B,1,1,1,0,00000000,000000000000000000000000,1,00001
3173,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A4,A5,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
3174,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,BD,B5,1,1,1,0,00000000,000000000000000000000000,1,00001
3175,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B2,C6,B2,1,1,1,0,00000000,000000000000000000000000,1,00001
3176,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,C7,BF,1,1,1,0,00000000,000000000000000000000000,1,00001
3177,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B4,C5,B4,1,1,1,0,00000000,000000000000000000000000,1,00001
3178,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B4,C6,BB,1,1,1,0,00000000,000000000000000000000000,1,00001
3179,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,C6,B4,1,1,1,0,00000000,000000000000000000000000,1,00001
3180,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,C6,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
3181,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,C2,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
3182,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BC,C2,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
3183,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,C0,C0,1,1,1,0,00000000,000000000000000000000000,1,00001
3184,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BC,C2,B6,1,1,1,0,00000000,000000000000000000000000,1,00001
3185,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BA,C5,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
3186,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BB,C1,BB,1,1,1,0,00000000,000000000000000000000000,1,00001
3187,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BA,CD,BB,1,1,1,0,00000000,000000000000000000000000,1,00001
3188,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BB,CC,BF,1,1,1,0,00000000,000000000000000000000000,1,00001
3189,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,C3,B9,1,1,1,0,00000000,000000000000000000000000,1,00001
3190,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BF,C9,C0,1,1,1,0,00000000,000000000000000000000000,1,00001
3191,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BE,CC,C8,1,1,1,0,00000000,000000000000000000000000,1,00001
3192,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C0,CB,D0,1,1,1,0,00000000,000000000000000000000000,1,00001
3193,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C0,C8,C0,1,1,1,0,00000000,000000000000000000000000,1,00001
3194,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BF,C8,BC,1,1,1,1,11111111,111111111111111111111111,1,00001
3195,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BA,C5,B8,1,1,1,1,11111111,111111111111111111111111,1,00001
3196,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B1,B4,A2,1,1,1,1,11111111,111111111111111111111111,1,00001
3197,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,A8,A0,1,1,1,1,11111111,111111111111111111111111,1,00001
3198,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,A8,A7,1,1,1,0,00000000,000000000000001110000000,1,00001
3199,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,B8,B1,1,1,1,0,00000000,000000000000000000000000,1,00001
3200,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C1,D5,D0,1,1,1,0,00000000,000000000000000000000000,1,00001
3201,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C7,D1,CC,1,1,1,0,00000000,000000000000000000000000,1,00001
3202,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C6,D8,C1,1,1,1,1,11111111,111111111111111111111111,1,00001
3203,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CC,DD,CB,1,1,1,0,00000000,000000000000000000000000,1,00001
3204,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CD,D9,C6,1,1,1,0,00000000,000000000000000000000000,1,00001
3205,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D0,DD,CD,1,1,1,1,11111111,111111111111111111111111,1,00001
3206,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D0,D8,CC,1,1,1,1,11111111,111111111111111111111111,1,00001
3207,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CF,DB,CE,1,1,1,0,00000000,000000000000000000000000,1,00001
3208,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CB,F2,CF,1,1,1,1,11111111,111111111111111111111111,1,00001
3209,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D2,E6,D1,1,1,1,1,11111111,111111111111111111111111,1,00001
3210,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D3,E1,D2,1,1,1,0,00000000,000000000000001111000000,1,00001
3211,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D6,E0,D4,1,1,1,0,00000000,000000000000000000000000,1,00001
3212,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D6,F4,DF,1,1,1,1,11111111,111111111111111111111111,1,00001
3213,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D6,EC,D5,1,1,1,1,11111111,111111111111111111111111,1,00001
3214,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D9,E3,D4,1,1,1,1,11111111,111111111111111111111111,1,00001
3215,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,E9,D3,1,1,1,1,11111111,111111111111111111111111,1,00001
3216,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D8,E9,D6,1,1,1,1,11111111,111111111111111111111111,1,00001
3217,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,EC,D5,1,1,1,1,11111111,111111111111111111111111,1,00001
3218,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,E9,DA,1,1,1,1,11111111,111111111111111111111111,1,00001
3219,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,E1,D8,1,1,1,1,11111111,111111111111111111111111,1,00001
3220,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,EC,D5,1,1,1,1,11111111,111111111111111111111111,1,00001
3221,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,ED,F3,1,1,1,1,11111111,111111111111111111111111,1,00001
3222,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,EB,D8,1,1,1,1,11111111,111111111111111111111111,1,00001
3223,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,EF,DB,1,1,1,1,11111111,111111111111111111111111,1,00001
3224,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,F5,F1,1,1,1,1,11111111,111111111111111111111111,1,00001
3225,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,F4,DC,1,1,1,1,11111111,111111111111111111111111,1,00001
3226,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,F1,F0,1,1,1,0,00000000,000000000000000000000000,1,00001
3227,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,EC,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
3228,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E4,F5,E2,1,1,1,0,00000000,000000000000000000000000,1,00001
3229,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E6,E9,E2,1,1,1,0,00000000,000000000000000000000000,1,00001
3230,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E6,F4,CE,1,1,1,0,00000000,000000000000000000000000,1,00001
3231,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E2,F0,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
3232,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E2,F0,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
3233,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E4,F0,E7,1,1,1,0,00000000,000000000000000000000000,1,00001
3234,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E5,F0,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
3235,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E4,F4,E3,1,1,1,0,00000000,000000000000000000000000,1,00001
3236,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E4,F7,E1,1,1,1,0,00000000,000000000000000000000000,1,00001
3237,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E6,F4,E3,1,1,1,0,00000000,000000000000000000000000,1,00001
3238,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,EC,E5,1,1,1,0,00000000,000000000000000000000000,1,00001
3239,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E4,F0,DD,1,1,1,0,00000000,000000000000000000000000,1,00001
3240,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,F1,E7,1,1,1,0,00000000,000000000000000000000000,1,00001
3241,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,ED,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
3242,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,F2,DC,1,1,1,0,00000000,000000000000000000000000,1,00001
3243,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,EF,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
3244,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,E9,DD,1,1,1,0,00000000,000000000000000000000000,1,00001
3245,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,EA,DF,1,1,1,0,00000000,000000000000000000000000,1,00001
3246,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,EE,DB,1,1,1,0,00000000,000000000000000000000000,1,00001
3247,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,EA,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
3248,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,ED,D6,1,1,1,0,00000000,000000000000000000000000,1,00001
3249,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,EB,DC,1,1,1,0,00000000,000000000000000000000000,1,00001
3250,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,EC,DA,1,1,1,0,00000000,000000000000000000000000,1,00001
3251,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,E0,D5,1,1,1,0,00000000,000000000000000000000000,1,00001
3252,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D6,EB,D8,1,1,1,0,00000000,000000000000000000000000,1,00001
3253,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D6,E5,D4,1,1,1,0,00000000,000000000000000000000000,1,00001
3254,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D7,E3,DE,1,1,1,0,00000000,000000000000000000000000,1,00001
3255,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D2,E5,D2,1,1,1,0,00000000,000000000000000000000000,1,00001
