Sample,Trigger,post_img_blue,post_img_green,post_img_red,w_rgb_href,vtc_de_valid,vtc_hs,vtc_vs,per_frame_clken,per_frame_href,per_frame_vsync,per_img_blue,per_img_green,per_img_red,post_frame_clken,post_frame_href,post_frame_vsync,post_img_Bit,post_img_Y,post_img_pixel,u_bound_cut/I_awb_de,state
1461,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B8,C8,BF,1,1,1,1,11111111,111111111111111111111111,1,00001
1462,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B7,C5,BD,1,1,1,0,00000000,000000000000000000000000,1,00001
1463,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B7,CF,BB,1,1,1,0,00000000,000000000000000000000000,1,00001
1464,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BA,CD,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
1465,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B8,CF,BB,1,1,1,0,00000000,000000000000000000000000,1,00001
1466,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B7,C3,B4,1,1,1,0,00000000,000000000000000000000000,1,00001
1467,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B7,C1,B8,1,1,1,0,00000000,000000000000000000000000,1,00001
1468,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,B5,BB,1,1,1,0,00000000,000000000000000000000000,1,00001
1469,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B2,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
1470,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,A7,8A,1,1,1,0,00000000,000000000000000000000000,1,00001
1471,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9B,A2,98,1,1,1,0,00000000,000000000000000000000000,1,00001
1472,0,00000000,00000000,00000000,1,1,0,0,1,1,1,99,A0,9A,1,1,1,0,00000000,000000000000000000000000,1,00001
1473,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9F,A8,8D,1,1,1,1,11111111,111111111111111111111111,1,00001
1474,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,B9,A0,1,1,1,1,11111111,111111111111111111111111,1,00001
1475,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B1,C5,AE,1,1,1,1,11111111,111111111111111111111111,1,00001
1476,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B1,BD,B0,1,1,1,1,11111111,111111111111111111111111,1,00001
1477,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,BB,B5,1,1,1,1,11111111,111111111111111111111111,1,00001
1478,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B6,C7,B0,1,1,1,0,00000000,000000000000000000000000,1,00001
1479,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B1,BF,BF,1,1,1,0,00000000,000000000000000000000000,1,00001
1480,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B6,BE,B1,1,1,1,0,00000000,000000000000000000000000,1,00001
1481,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B6,BB,BF,1,1,1,0,00000000,000000000000000000000000,1,00001
1482,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B1,BB,B2,1,1,1,0,00000000,000000000000000000000000,1,00001
1483,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,C4,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
1484,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,BB,AD,1,1,1,0,00000000,000000000000000000000000,1,00001
1485,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,BD,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
1486,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,BA,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
1487,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,B8,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
1488,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,B8,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
1489,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,B9,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
1490,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,B8,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
1491,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,B8,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
1492,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,BA,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
1493,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,BF,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
1494,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,B4,AA,1,1,1,0,00000000,000000000000000000000000,1,00001
1495,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,BE,B1,1,1,1,0,00000000,000000000000000000000000,1,00001
1496,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,B4,A7,1,1,1,1,11111111,111111111111111111111111,1,00001
1497,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,BE,AE,1,1,1,0,00000000,000000000000001100000000,1,00001
1498,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AD,B7,AB,1,1,1,0,00000000,000000000000000000000000,1,00001
1499,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B2,AB,1,1,1,0,00000000,000000000000000000000000,1,00001
1500,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,BC,A9,1,1,1,0,00000000,000000000000000000000000,1,00001
1501,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B2,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
1502,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B3,A9,1,1,1,0,00000000,000000000000000000000000,1,00001
1503,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B2,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
1504,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B3,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
1505,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B2,A9,1,1,1,0,00000000,000000000000000000000000,1,00001
1506,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B2,A9,1,1,1,0,00000000,000000000000000000000000,1,00001
1507,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B2,A9,1,1,1,0,00000000,000000000000000000000000,1,00001
1508,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B0,A9,1,1,1,0,00000000,000000000000000000000000,1,00001
1509,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B0,A5,1,1,1,0,00000000,000000000000000000000000,1,00001
1510,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B0,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
1511,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B1,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
1512,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B1,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
1513,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B6,A4,1,1,1,0,00000000,000000000000000000000000,1,00001
1514,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,B6,A4,1,1,1,0,00000000,000000000000000000000000,1,00001
